,url,api,class,method,description
415,resource/drawable,com.bumptech.glide.load.resource.drawable,Class DrawableDecoderCompat,"public static android.graphics.drawable.Drawable getDrawable(android.content.Context ourContext, android.content.Context targetContext, @DrawableRes int id)","See getDrawable(Context, int, Theme)."
416,request/target,com.bumptech.glide.request.target,Class DrawableImageViewTarget,public DrawableImageViewTarget(android.widget.ImageView view),
417,resource/drawable,com.bumptech.glide.load.resource.drawable,Class DrawableResource<T extends android.graphics.drawable.Drawable>,@NonNullpublic final T get(),Description copied from interface: Resource
418,request/target,com.bumptech.glide.request.target,Class DrawableThumbnailImageViewTarget,public DrawableThumbnailImageViewTarget(android.widget.ImageView view),
419,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class DrawableTransformation,public Transformation<android.graphics.drawable.BitmapDrawable> asBitmapDrawable(),
420,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class DrawableTransformation,"@NonNullpublic Resource<android.graphics.drawable.Drawable> transform(@NonNull android.content.Context context, @NonNull Resource<android.graphics.drawable.Drawable> resource, int outWidth, int outHeight)",Description copied from interface: Transformation
421,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class DrawableTransformation,public boolean equals(java.lang.Object o),Description copied from interface: Key
422,resource/bitmap,com.bumptech.glide.load.resource.bitmap,Class DrawableTransformation,public int hashCode(),Description copied from interface: Key
423,resource/drawable,com.bumptech.glide.load.resource.drawable,Class DrawableTransitionOptions,@NonNullpublic static DrawableTransitionOptions withCrossFade(),Returns a DrawableTransitionOptions object that enables a cross fade animation.
424,resource/drawable,com.bumptech.glide.load.resource.drawable,Class DrawableTransitionOptions,@NonNullpublic static DrawableTransitionOptions withCrossFade(int duration),Returns a DrawableTransitionOptions object that enables a cross fade animation.
425,resource/drawable,com.bumptech.glide.load.resource.drawable,Class DrawableTransitionOptions,@NonNullpublic static DrawableTransitionOptions withCrossFade(@NonNull DrawableCrossFadeFactory drawableCrossFadeFactory),Returns a DrawableTransitionOptions object that enables a cross fade animation.
426,resource/drawable,com.bumptech.glide.load.resource.drawable,Class DrawableTransitionOptions,@NonNullpublic static DrawableTransitionOptions withCrossFade(@NonNull DrawableCrossFadeFactory.Builder builder),Returns a DrawableTransitionOptions object that enables a cross fade animation.
427,resource/drawable,com.bumptech.glide.load.resource.drawable,Class DrawableTransitionOptions,@NonNullpublic static DrawableTransitionOptions with(@NonNull TransitionFactory<android.graphics.drawable.Drawable> transitionFactory),Returns a DrawableTransitionOptions object that uses the given transition factory.
428,resource/drawable,com.bumptech.glide.load.resource.drawable,Class DrawableTransitionOptions,@NonNullpublic DrawableTransitionOptions crossFade(),Enables a cross fade animation between both the placeholder and the first resource and between subsequent resources (if thumbnails are used).
429,resource/drawable,com.bumptech.glide.load.resource.drawable,Class DrawableTransitionOptions,@NonNullpublic DrawableTransitionOptions crossFade(int duration),Enables a cross fade animation between both the placeholder and the first resource and between subsequent resources (if thumbnails are used).
430,resource/drawable,com.bumptech.glide.load.resource.drawable,Class DrawableTransitionOptions,@NonNullpublic DrawableTransitionOptions crossFade(@NonNull DrawableCrossFadeFactory drawableCrossFadeFactory),Enables a cross fade animation between both the placeholder and the first resource and between subsequent resources (if thumbnails are used).
431,glide/signature,com.bumptech.glide.signature,Class EmptySignature,@NonNullpublic static EmptySignature obtain(),
432,glide/signature,com.bumptech.glide.signature,Class EmptySignature,public java.lang.String toString(),
433,glide/provider,com.bumptech.glide.provider,Class EncoderRegistry,@Nullablepublic <T> Encoder<T> getEncoder(@NonNull java.lang.Class<T> dataClass),
434,glide/provider,com.bumptech.glide.provider,Class EncoderRegistry,"public <T> void append(@NonNull java.lang.Class<T> dataClass, @NonNull Encoder<T> encoder)",
435,glide/load,com.bumptech.glide.load,Enum EncodeStrategy,public static final EncodeStrategy SOURCE,"Writes the original unmodified data for the resource to disk, not include downsampling or transformations."
436,glide/load,com.bumptech.glide.load,Enum EncodeStrategy,public static final EncodeStrategy TRANSFORMED,"Writes the decoded, downsampled and transformed data for the resource to disk."
437,glide/load,com.bumptech.glide.load,Enum EncodeStrategy,public static EncodeStrategy[] values(),"Returns an array containing the constants of this enum type, inthe order they are declared. This method may be used to iterateover the constants as follows:for (EncodeStrategy c : EncodeStrategy.values())  System.out.println(c);"
438,load/engine,com.bumptech.glide.load.engine,Class Engine,"public <R> Engine.LoadStatus load(GlideContext glideContext, java.lang.Object model, Key signature, int width, int height, java.lang.Class<?> resourceClass, java.lang.Class<R> transcodeClass, Priority priority, DiskCacheStrategy diskCacheStrategy, java.util.Map<java.lang.Class<?>,Transformation<?>> transformations, boolean isTransformationRequired, boolean isScaleOnlyOrNoTransform, Options options, boolean isMemoryCacheable, boolean useUnlimitedSourceExecutorPool, boolean useAnimationPool, boolean onlyRetrieveFromCache, ResourceCallback cb, java.util.concurrent.Executor callbackExecutor)","Starts a load for the given arguments. Must be called on the main thread. The flow for any request is as follows: Check the current set of actively used resources, return the active resource if present, and move any newly inactive resources into the memory cache. Check the memory cache and provide the cached resource if present. Check the current set of in progress loads and add the cb to the in progress load if one is present. Start a new load. Active resources are those that have been provided to at least one request and have not yet been released. Once all consumers of a resource have released that resource, the resource then goes to cache. If the resource is ever returned to a new consumer from cache, it is re-added to the active resources. If the resource is evicted from the cache, its resources are recycled and re-used if possible and the resource is discarded. There is no strict requirement that consumers release their resources so active resources are held weakly."
439,load/engine,com.bumptech.glide.load.engine,Class Engine,public void release(Resource<?> resource),
440,load/engine,com.bumptech.glide.load.engine,Class Engine,"public void onEngineJobComplete(com.bumptech.glide.load.engine.EngineJob<?> engineJob, Key key, com.bumptech.glide.load.engine.EngineResource<?> resource)",
441,load/engine,com.bumptech.glide.load.engine,Class Engine,"public void onEngineJobCancelled(com.bumptech.glide.load.engine.EngineJob<?> engineJob, Key key)",
442,load/engine,com.bumptech.glide.load.engine,Class Engine,public void onResourceRemoved(@NonNull Resource<?> resource),
443,load/engine,com.bumptech.glide.load.engine,Class Engine,"public void onResourceReleased(Key cacheKey, com.bumptech.glide.load.engine.EngineResource<?> resource)",
444,load/engine,com.bumptech.glide.load.engine,Class Engine,public void clearDiskCache(),
445,glide/request,com.bumptech.glide.request,Class ErrorRequestCoordinator,"public void setRequests(Request primary, Request error)",
446,glide/request,com.bumptech.glide.request,Class ErrorRequestCoordinator,public void begin(),Description copied from interface: Request
447,glide/request,com.bumptech.glide.request,Class ErrorRequestCoordinator,public void clear(),Description copied from interface: Request
448,glide/request,com.bumptech.glide.request,Class ErrorRequestCoordinator,public void pause(),Description copied from interface: Request
449,glide/request,com.bumptech.glide.request,Class ErrorRequestCoordinator,public boolean isRunning(),Description copied from interface: Request
450,glide/request,com.bumptech.glide.request,Class ErrorRequestCoordinator,public boolean isComplete(),Description copied from interface: Request
451,glide/request,com.bumptech.glide.request,Class ErrorRequestCoordinator,public boolean isCleared(),Description copied from interface: Request
452,glide/request,com.bumptech.glide.request,Class ErrorRequestCoordinator,public boolean isEquivalentTo(Request o),Description copied from interface: Request
453,glide/request,com.bumptech.glide.request,Class ErrorRequestCoordinator,public boolean canSetImage(Request request),Description copied from interface: RequestCoordinator
